customer_id,age,gender,city_tier,tenure_months,subscription_type,contract_type,avg_monthly_spend_usd,website_visits_last_30d,app_sessions_last_30d,support_tickets_last_90d,late_payments_last_12m,discount_usage_rate,email_open_rate,nps_score,products_owned,returns_last_12m,days_since_last_purchase,marketing_channel,estimated_clv_usd,clv_segment,churned,engagement_score,spend_per_tenure,support_intensity,payment_reliability,clv_spend_ratio,recency_bucket,age_group,tenure_category,nps_category,risk_score,high_risk,digital_preference,discount_dependency
CUST100012,39,Female,Tier 1,59,Basic,Monthly,74.19,11,16,1,1,0.31,0.81,6,8,0,32,Paid Ads,3408.54,High,0,27,1.257457627118644,0.01694915254237288,0.8333333333333334,3.828615716403828,Moderate,36-45,Loyal (4y+),Detractor,0,0,0.5925925925925926,0.05889999999999998
CUST100015,30,Female,Tier 2,57,Standard,Annual,20.0,18,24,3,0,0.345,0.3,0,7,1,42,Organic Search,855.0,Low,0,42,0.3508771929824561,0.05263157894736842,1.0,3.5625,Moderate,26-35,Loyal (4y+),Detractor,1,0,0.5714285714285714,0.24149999999999996
CUST100016,25,Male,Tier 1,47,Standard,Quarterly,79.5,13,19,2,3,0.272,0.692,100,2,3,25,Email,2256.47,Medium,0,32,1.6914893617021276,0.0425531914893617,0.5,2.365272536687631,Recent,18-25,Established (2-4y),Promoter,1,0,0.59375,0.08377600000000002
CUST100017,39,Female,Tier 3,48,Premium,Monthly,103.24,16,22,1,1,0.324,0.493,7,3,1,12,Social Media,3157.08,High,0,38,2.1508333333333334,0.020833333333333332,0.8333333333333334,2.548333979077877,Very Recent,36-45,Established (2-4y),Detractor,0,0,0.5789473684210527,0.164268
CUST100018,26,Male,Tier 2,42,Standard,Monthly,163.71,13,20,1,0,0.218,0.465,31,2,0,69,Social Media,4289.2,High,0,33,3.897857142857143,0.023809523809523808,1.0,2.183332315272942,Distant,26-35,Established (2-4y),Passive,1,0,0.6060606060606061,0.11662999999999998
CUST100019,20,Female,Tier 1,60,Premium,Monthly,58.37,10,14,2,0,0.346,0.493,30,5,1,68,Referral,2352.31,Medium,0,24,0.9728333333333333,0.03333333333333333,1.0,3.3583319056593,Distant,18-25,Loyal (4y+),Passive,1,0,0.5833333333333334,0.175422
CUST100022,37,Male,Tier 1,59,Basic,Annual,53.11,12,19,1,0,0.293,0.408,44,4,1,39,Social Media,2003.84,Medium,0,31,0.9001694915254237,0.01694915254237288,1.0,3.1441661959455223,Moderate,36-45,Loyal (4y+),Passive,0,0,0.6129032258064516,0.17345600000000003
CUST100023,20,Female,Tier 1,27,Standard,Annual,106.95,14,14,1,0,0.37,0.681,37,3,1,86,Referral,2229.91,Medium,0,28,3.9611111111111112,0.037037037037037035,1.0,1.7375019479507556,Distant,18-25,Established (2-4y),Passive,1,0,0.5,0.11802999999999998
CUST100024,30,Male,Tier 3,27,Basic,Monthly,107.86,15,23,0,0,0.316,0.4,40,4,0,30,Email,2378.31,Medium,0,38,3.9948148148148146,0.0,1.0,1.8374976821806046,Recent,26-35,Established (2-4y),Passive,0,0,0.6052631578947368,0.1896
CUST100025,37,Male,Tier 2,72,Basic,Quarterly,124.79,5,13,3,1,0.248,0.694,41,1,0,71,Paid Ads,4604.75,High,0,18,1.7331944444444445,0.041666666666666664,0.8333333333333334,3.0749993322114486,Distant,36-45,Loyal (4y+),Passive,2,0,0.7222222222222222,0.07588800000000001
CUST100026,23,Female,Tier 2,7,Standard,Annual,81.26,13,20,1,2,0.165,0.214,14,2,1,23,Organic Search,887.09,Low,0,33,11.608571428571429,0.14285714285714285,0.6666666666666667,0.9097239314135696,Recent,18-25,Early (6-12m),Detractor,2,0,0.6060606060606061,0.12969
CUST100027,40,Female,Tier 2,63,Standard,Quarterly,73.29,6,22,1,2,0.42,0.43,6,4,1,70,Referral,2908.88,Medium,0,28,1.1633333333333333,0.015873015873015872,0.6666666666666667,3.3074998862964478,Distant,36-45,Loyal (4y+),Detractor,2,0,0.7857142857142857,0.23940000000000003
CUST100028,29,Female,Tier 1,46,Standard,Monthly,130.07,13,15,0,0,0.269,0.631,34,2,1,40,Social Media,3635.02,High,0,28,2.8276086956521738,0.0,1.0,2.3288870095589553,Moderate,26-35,Established (2-4y),Passive,0,0,0.5357142857142857,0.099261
CUST100029,33,Male,Tier 1,63,Basic,Monthly,74.68,14,13,1,0,0.468,0.521,17,3,2,62,Social Media,2802.74,Medium,0,27,1.1853968253968254,0.015873015873015872,1.0,3.127499553651133,Distant,26-35,Loyal (4y+),Detractor,1,0,0.48148148148148145,0.224172
CUST100030,29,Male,Tier 2,12,Basic,Annual,53.8,10,21,1,0,0.243,0.93,37,2,0,53,Social Media,704.78,Low,0,31,4.483333333333333,0.08333333333333333,1.0,1.0916666666666668,Moderate,26-35,Early (6-12m),Passive,0,0,0.6774193548387096,0.017009999999999987
CUST100031,56,Male,Tier 1,13,Standard,Quarterly,170.25,14,10,2,0,0.171,0.566,2,3,1,68,Referral,2445.36,Medium,0,24,13.096153846153847,0.15384615384615385,1.0,1.1969456681350956,Distant,55+,Developing (1-2y),Detractor,1,0,0.4166666666666667,0.07421400000000002
CUST100032,36,Female,Tier 1,43,Premium,Quarterly,136.96,12,21,1,3,0.108,0.461,-9,1,1,12,Email,3425.37,High,0,33,3.1851162790697676,0.023255813953488372,0.5,2.084166910046729,Very Recent,36-45,Established (2-4y),Detractor,2,0,0.6363636363636364,0.05821199999999999
CUST100033,24,Female,Tier 3,17,Standard,Annual,194.54,14,17,1,0,0.565,0.721,-4,6,1,43,Social Media,3699.5,High,0,31,11.443529411764706,0.058823529411764705,1.0,1.5847212227134093,Moderate,18-25,Developing (1-2y),Detractor,1,0,0.5483870967741935,0.157635
CUST100035,23,Male,Tier 3,36,Standard,Annual,57.93,9,17,1,0,0.347,0.442,-13,2,2,89,Social Media,1365.99,Medium,0,26,1.6091666666666666,0.027777777777777776,1.0,1.9650008631106508,Distant,18-25,Established (2-4y),Detractor,2,0,0.6538461538461539,0.193626
CUST100037,18,Female,Tier 1,69,Basic,Quarterly,69.3,12,12,3,1,0.348,0.678,87,4,0,85,Social Media,2954.26,Medium,0,24,1.0043478260869565,0.043478260869565216,0.8333333333333334,3.5525012025012033,Distant,18-25,Loyal (4y+),Promoter,2,0,0.5,0.11205599999999998
CUST100038,21,Male,Tier 3,36,Standard,Quarterly,40.68,24,16,1,2,0.622,0.628,57,3,1,42,Email,763.36,Low,1,40,1.13,0.027777777777777776,0.6666666666666667,1.563749590298263,Moderate,18-25,Established (2-4y),Promoter,1,0,0.4,0.231384
CUST100039,38,Female,Tier 1,28,Standard,Quarterly,94.88,18,19,3,3,0.27,0.296,22,5,1,2,Organic Search,1691.24,Medium,1,37,3.3885714285714283,0.10714285714285714,0.5,1.4854201798763351,Very Recent,36-45,Established (2-4y),Passive,3,1,0.5135135135135135,0.19008
CUST100041,38,Male,Tier 3,30,Standard,Monthly,127.37,11,13,3,2,0.336,0.413,40,3,3,49,Paid Ads,2832.71,Medium,0,24,4.245666666666667,0.1,0.6666666666666667,1.8533341184475673,Moderate,36-45,Established (2-4y),Passive,2,0,0.5416666666666666,0.197232
CUST100042,35,Male,Tier 2,23,Standard,Annual,52.41,10,20,3,1,0.11,0.493,49,2,0,53,Paid Ads,938.31,Low,0,30,2.278695652173913,0.13043478260869565,0.8333333333333334,1.4919385613432552,Moderate,26-35,Developing (1-2y),Promoter,1,0,0.6666666666666666,0.05577
CUST100043,33,Other,Tier 3,16,Basic,Quarterly,93.29,13,15,1,0,0.327,0.518,40,3,1,58,Paid Ads,1469.63,Medium,0,28,5.830625,0.0625,1.0,1.3127791474613213,Moderate,26-35,Developing (1-2y),Passive,0,0,0.5357142857142857,0.157614
CUST100044,20,Female,Tier 2,14,Standard,Monthly,108.57,13,18,4,1,0.191,0.226,-5,3,0,47,Email,1609.73,Medium,0,31,7.755,0.2857142857142857,0.8333333333333334,1.2355546344908048,Moderate,18-25,Developing (1-2y),Detractor,3,1,0.5806451612903226,0.147834
CUST100045,28,Female,Tier 1,71,Basic,Monthly,38.99,11,20,0,1,0.389,0.738,27,4,0,47,Paid Ads,1700.35,Medium,0,31,0.5491549295774648,0.0,0.8333333333333334,3.634158331196033,Moderate,26-35,Loyal (4y+),Passive,0,0,0.6451612903225806,0.10191800000000001
CUST100046,31,Male,Tier 2,52,Premium,Monthly,147.09,4,15,0,2,0.077,0.742,47,4,2,73,Organic Search,5045.19,High,0,19,2.828653846153846,0.0,0.6666666666666667,2.8583350329730095,Distant,26-35,Loyal (4y+),Promoter,2,0,0.7894736842105263,0.019866
CUST100047,48,Male,Tier 2,37,Basic,Monthly,104.71,6,10,3,0,0.341,0.762,-34,3,0,27,Social Media,2668.36,Medium,0,16,2.8299999999999996,0.08108108108108109,1.0,2.1236112437525865,Recent,46-55,Established (2-4y),Detractor,2,0,0.625,0.08115800000000001
CUST100048,40,Female,Tier 1,29,Basic,Monthly,52.42,16,13,3,3,0.626,0.336,1,4,1,53,Paid Ads,905.42,Low,1,29,1.8075862068965518,0.10344827586206896,0.5,1.4393679257280936,Moderate,36-45,Established (2-4y),Detractor,2,0,0.4482758620689655,0.415664
CUST100049,18,Female,Tier 2,67,Standard,Monthly,49.88,14,20,2,2,0.439,0.436,47,6,0,61,Social Media,2303.62,Medium,0,34,0.7444776119402986,0.029850746268656716,0.6666666666666667,3.848603314621758,Distant,18-25,Loyal (4y+),Promoter,2,0,0.5882352941176471,0.24759600000000004
CUST100050,40,Female,Tier 3,15,Standard,Quarterly,164.53,17,14,1,1,0.674,0.386,23,4,4,32,Organic Search,2660.45,Medium,0,31,10.968666666666667,0.06666666666666667,0.8333333333333334,1.3474999493506754,Moderate,36-45,Developing (1-2y),Passive,0,0,0.45161290322580644,0.41383600000000004
CUST100051,32,Male,Tier 1,47,Standard,Quarterly,97.86,10,19,4,1,0.511,0.395,23,4,1,39,Social Media,2337.63,Medium,1,29,2.082127659574468,0.0851063829787234,0.8333333333333334,1.990624361332516,Moderate,26-35,Established (2-4y),Passive,1,0,0.6551724137931034,0.309155
CUST100052,29,Female,Tier 3,46,Basic,Quarterly,168.57,11,21,1,3,0.687,0.525,63,4,1,108,Organic Search,5286.36,High,0,32,3.664565217391304,0.021739130434782608,0.5,2.6133357062347984,Very Distant,26-35,Established (2-4y),Promoter,2,0,0.65625,0.32632500000000003
CUST100054,47,Female,Tier 3,19,Basic,Monthly,161.01,14,24,0,2,0.199,0.804,19,4,1,168,Email,2189.33,Medium,1,38,8.474210526315789,0.0,0.6666666666666667,1.1331232014574664,Very Distant,46-55,Developing (1-2y),Detractor,2,0,0.631578947368421,0.03900399999999999
CUST100055,46,Female,Tier 3,21,Premium,Monthly,91.0,16,20,1,1,0.222,0.291,23,2,1,49,Social Media,1549.73,Medium,0,36,4.333333333333333,0.047619047619047616,0.8333333333333334,1.4191666666666667,Moderate,46-55,Developing (1-2y),Passive,1,0,0.5555555555555556,0.157398
CUST100056,27,Female,Tier 2,64,Premium,Annual,20.0,14,19,4,1,0.581,0.725,24,5,1,75,Paid Ads,847.33,Low,0,33,0.3125,0.0625,0.8333333333333334,3.5305416666666667,Distant,26-35,Loyal (4y+),Passive,2,0,0.5757575757575758,0.159775
CUST100057,33,Male,Tier 3,37,Standard,Monthly,129.08,9,12,4,0,0.157,0.649,9,2,0,17,Organic Search,2325.05,Medium,1,21,3.488648648648649,0.10810810810810811,1.0,1.5010394070860449,Recent,26-35,Established (2-4y),Detractor,1,0,0.5714285714285714,0.055106999999999996
CUST100058,40,Female,Tier 2,27,Basic,Annual,209.12,9,24,2,3,0.351,0.819,26,2,2,11,Social Media,3081.91,High,1,33,7.745185185185186,0.07407407407407407,0.5,1.2281265939811272,Very Recent,36-45,Established (2-4y),Passive,1,0,0.7272727272727273,0.06353100000000002
CUST100059,47,Male,Tier 1,55,Standard,Annual,113.41,12,17,1,2,0.558,0.63,0,1,2,25,Paid Ads,3394.36,High,0,29,2.062,0.01818181818181818,0.6666666666666667,2.4941657114305027,Recent,46-55,Loyal (4y+),Detractor,1,0,0.5862068965517241,0.20646
CUST100060,31,Female,Tier 2,29,Basic,Monthly,25.46,12,21,1,1,0.715,0.465,23,3,1,80,Paid Ads,554.43,Low,0,33,0.8779310344827587,0.034482758620689655,0.8333333333333334,1.8147093479968577,Distant,26-35,Established (2-4y),Passive,1,0,0.6363636363636364,0.38252499999999995
CUST100061,34,Male,Tier 2,20,Standard,Annual,84.63,10,19,0,1,0.314,0.236,18,7,1,40,Referral,1374.81,Medium,1,29,4.2315,0.0,0.8333333333333334,1.3537457166489424,Moderate,26-35,Developing (1-2y),Detractor,1,0,0.6551724137931034,0.239896
CUST100062,24,Male,Tier 1,25,Basic,Monthly,106.73,9,17,3,1,0.524,0.352,38,4,0,17,Organic Search,1686.6,Medium,1,26,4.2692000000000005,0.12,0.8333333333333334,1.3168743558512133,Recent,18-25,Established (2-4y),Passive,1,0,0.6538461538461539,0.339552
CUST100063,23,Male,Tier 2,70,Premium,Monthly,65.59,11,19,2,1,0.609,0.387,74,4,1,49,Paid Ads,2828.24,Medium,0,30,0.937,0.02857142857142857,0.8333333333333334,3.5933323169182287,Moderate,18-25,Loyal (4y+),Promoter,0,0,0.6333333333333333,0.373317
CUST100065,51,Female,Tier 1,36,Standard,Monthly,110.6,12,13,6,2,0.587,0.449,35,3,3,27,Paid Ads,2767.21,Medium,0,25,3.072222222222222,0.16666666666666666,0.6666666666666667,2.0849984930681136,Recent,46-55,Established (2-4y),Passive,2,0,0.52,0.3234369999999999
CUST100066,35,Female,Tier 2,2,Standard,Annual,79.68,15,20,3,0,0.207,0.649,39,2,0,78,Referral,695.87,Low,0,35,39.84,1.5,1.0,0.7277756860776439,Distant,26-35,New (<6m),Passive,2,0,0.5714285714285714,0.07265699999999999
CUST100067,47,Male,Tier 3,22,Standard,Monthly,194.77,12,22,2,3,0.136,0.699,8,1,1,20,Paid Ads,3194.23,High,0,34,8.853181818181818,0.09090909090909091,0.5,1.3666675223768203,Recent,46-55,Developing (1-2y),Detractor,1,0,0.6470588235294118,0.04093600000000001
CUST100068,40,Other,Tier 2,16,Basic,Quarterly,119.55,9,22,3,1,0.287,0.554,52,4,2,75,Email,1991.7,Medium,0,31,7.471875,0.1875,0.8333333333333334,1.388331242158093,Distant,36-45,Developing (1-2y),Promoter,2,0,0.7096774193548387,0.12800199999999998
CUST100069,29,Male,Tier 1,18,Premium,Quarterly,136.13,12,19,1,2,0.373,0.297,43,1,0,87,Social Media,1506.96,Medium,1,31,7.562777777777778,0.05555555555555555,0.6666666666666667,0.9225005509439507,Distant,26-35,Developing (1-2y),Passive,3,1,0.6129032258064516,0.26221900000000004
CUST100070,40,Male,Tier 1,69,Standard,Quarterly,109.64,15,14,1,0,0.407,0.74,31,3,2,31,Organic Search,4419.59,High,0,29,1.5889855072463768,0.014492753623188406,1.0,3.359167882767846,Moderate,36-45,Loyal (4y+),Passive,0,0,0.4827586206896552,0.10582
CUST100071,53,Male,Tier 1,54,Standard,Monthly,119.22,7,17,3,0,0.249,0.657,42,4,1,93,Social Media,3154.56,High,1,24,2.207777777777778,0.05555555555555555,1.0,2.2049991612145616,Very Distant,46-55,Loyal (4y+),Passive,2,0,0.7083333333333334,0.085407
CUST100072,36,Female,Tier 3,30,Basic,Monthly,40.65,13,20,2,1,0.422,0.29,41,4,2,104,Social Media,956.09,Low,0,33,1.355,0.06666666666666667,0.8333333333333334,1.9600041000410007,Very Distant,36-45,Established (2-4y),Passive,2,0,0.6060606060606061,0.29962
CUST100073,53,Female,Tier 1,45,Standard,Annual,68.19,6,16,0,1,0.803,0.598,41,3,1,59,Email,1990.47,Medium,0,22,1.5153333333333332,0.0,0.8333333333333334,2.4325047660947354,Moderate,46-55,Established (2-4y),Passive,0,0,0.7272727272727273,0.32280600000000004
CUST100074,18,Male,Tier 2,19,Standard,Monthly,163.99,14,10,1,1,0.336,0.616,60,4,2,32,Social Media,2973.14,Medium,0,24,8.631052631578948,0.05263157894736842,0.8333333333333334,1.51083399394272,Moderate,18-25,Developing (1-2y),Promoter,0,0,0.4166666666666667,0.129024
CUST100075,45,Male,Tier 1,34,Basic,Annual,124.43,17,18,0,1,0.385,0.759,11,5,3,174,Paid Ads,3343.02,High,0,35,3.6597058823529416,0.0,0.8333333333333334,2.238889335369284,Very Distant,36-45,Established (2-4y),Detractor,1,0,0.5142857142857142,0.09278499999999999
CUST100076,37,Female,Tier 1,13,Basic,Quarterly,97.07,11,18,2,1,0.335,0.855,69,2,2,29,Social Media,1314.0,Medium,0,29,7.466923076923076,0.15384615384615385,0.8333333333333334,1.1280519212939117,Recent,36-45,Developing (1-2y),Promoter,0,0,0.6206896551724138,0.04857500000000001
CUST100077,33,Male,Tier 3,43,Premium,Quarterly,136.88,15,11,2,1,0.793,0.609,-13,5,2,112,Email,3235.5,High,1,26,3.183255813953488,0.046511627906976744,0.8333333333333334,1.9697910578609001,Very Distant,26-35,Established (2-4y),Detractor,2,0,0.4230769230769231,0.31006300000000003
CUST100078,37,Female,Tier 2,62,Basic,Quarterly,137.76,14,15,2,0,0.181,0.799,51,4,0,135,Paid Ads,4050.14,High,1,29,2.2219354838709675,0.03225806451612903,1.0,2.4499975803329463,Very Distant,36-45,Loyal (4y+),Promoter,1,0,0.5172413793103449,0.03638099999999999
CUST100079,18,Male,Tier 1,22,Basic,Monthly,204.59,10,33,1,1,0.61,0.167,37,5,0,60,Email,3171.14,High,1,43,9.299545454545454,0.045454545454545456,0.8333333333333334,1.2916646300731545,Moderate,18-25,Developing (1-2y),Passive,2,0,0.7674418604651163,0.50813
CUST100080,34,Female,Tier 2,52,Standard,Quarterly,122.34,16,14,2,1,0.185,0.585,5,4,1,23,Referral,4196.26,High,0,30,2.352692307692308,0.038461538461538464,0.8333333333333334,2.8583319710097546,Recent,26-35,Loyal (4y+),Detractor,0,0,0.4666666666666667,0.07677500000000001
CUST100081,40,Female,Tier 1,52,Standard,Annual,67.19,12,24,5,1,0.213,0.842,61,3,2,57,Organic Search,2179.2,Medium,0,36,1.2921153846153846,0.09615384615384616,0.8333333333333334,2.7027831522547996,Moderate,36-45,Loyal (4y+),Promoter,1,0,0.6666666666666666,0.033654
CUST100082,52,Male,Tier 2,36,Basic,Monthly,109.79,12,26,1,0,0.157,0.771,-19,5,1,147,Organic Search,2297.36,Medium,1,38,3.0497222222222224,0.027777777777777776,1.0,1.743753225855421,Very Distant,46-55,Established (2-4y),Detractor,2,0,0.6842105263157895,0.035953
CUST100083,30,Female,Tier 2,19,Standard,Annual,142.34,12,12,0,0,0.405,0.612,78,2,0,32,Email,2299.74,Medium,0,24,7.491578947368422,0.0,1.0,1.346388927919067,Moderate,26-35,Developing (1-2y),Promoter,0,0,0.5,0.15714
CUST100084,27,Male,Tier 1,38,Basic,Monthly,159.8,12,12,2,2,0.44,0.951,95,2,0,45,Email,3907.64,High,0,24,4.205263157894737,0.05263157894736842,0.6666666666666667,2.0377763871506045,Moderate,26-35,Established (2-4y),Promoter,1,0,0.5,0.02156000000000002
CUST100085,30,Male,Tier 1,70,Basic,Monthly,42.32,17,18,0,4,0.313,0.221,27,4,0,10,Referral,1824.84,Medium,0,35,0.6045714285714285,0.0,0.33333333333333337,3.593336483931947,Very Recent,26-35,Loyal (4y+),Passive,2,0,0.5142857142857142,0.24382700000000002
CUST100086,46,Male,Tier 1,57,Basic,Monthly,126.42,21,19,3,1,0.5,0.293,3,7,0,45,Referral,4053.34,High,1,40,2.2178947368421054,0.05263157894736842,0.8333333333333334,2.671874176027,Moderate,46-55,Loyal (4y+),Detractor,2,0,0.475,0.35350000000000004
CUST100088,30,Female,Tier 3,9,Basic,Monthly,89.5,20,17,0,0,0.401,0.67,59,2,1,25,Paid Ads,1055.2,Low,0,37,9.944444444444445,0.0,1.0,0.9824953445065178,Recent,26-35,Early (6-12m),Promoter,0,0,0.4594594594594595,0.13233
CUST100089,42,Female,Tier 1,32,Basic,Annual,153.06,15,16,3,5,0.677,0.509,23,2,0,109,Social Media,2506.36,Medium,1,31,4.783125,0.09375,0.16666666666666663,1.3645846944553335,Very Distant,36-45,Established (2-4y),Passive,3,1,0.5161290322580645,0.332407
CUST100090,37,Other,Tier 2,4,Standard,Annual,148.58,9,16,4,0,0.294,0.673,-50,3,2,18,Social Media,1514.53,Medium,0,25,37.145,1.0,1.0,0.8494469870327993,Recent,36-45,New (<6m),Detractor,2,0,0.64,0.09613799999999999
CUST100092,28,Male,Tier 1,5,Basic,Monthly,107.9,10,17,0,0,0.516,0.38,57,6,1,98,Social Media,1348.39,Medium,0,27,21.580000000000002,0.0,1.0,1.0413886314488723,Very Distant,26-35,New (<6m),Promoter,1,0,0.6296296296296297,0.31992
CUST100093,32,Male,Tier 2,20,Standard,Quarterly,90.88,13,19,0,0,0.623,0.639,46,4,0,43,Social Media,1692.19,Medium,0,32,4.544,0.0,1.0,1.55167070129108,Moderate,26-35,Developing (1-2y),Promoter,0,0,0.59375,0.224903
CUST100094,32,Male,Tier 3,37,Basic,Monthly,245.13,12,17,1,2,0.452,0.717,51,2,0,123,Organic Search,5887.21,High,0,29,6.625135135135135,0.02702702702702703,0.6666666666666667,2.001390418689403,Very Distant,26-35,Established (2-4y),Promoter,2,0,0.5862068965517241,0.12791600000000003
CUST100096,39,Female,Tier 2,58,Standard,Monthly,77.22,11,15,1,1,0.228,0.565,26,2,0,38,Organic Search,2562.67,Medium,0,26,1.3313793103448275,0.017241379310344827,0.8333333333333334,2.765550807217474,Moderate,36-45,Loyal (4y+),Passive,0,0,0.5769230769230769,0.09918000000000002
CUST100097,39,Male,Tier 1,68,Standard,Monthly,174.5,12,18,3,0,0.419,0.763,80,2,0,58,Referral,6553.06,High,0,30,2.5661764705882355,0.04411764705882353,1.0,3.129446036294174,Moderate,36-45,Loyal (4y+),Promoter,1,0,0.6,0.09930299999999999
CUST100099,33,Male,Tier 1,34,Basic,Monthly,195.63,12,19,2,1,0.355,0.436,64,2,1,52,Organic Search,4442.11,High,0,31,5.753823529411765,0.058823529411764705,0.8333333333333334,1.8922242668983966,Moderate,26-35,Established (2-4y),Promoter,0,0,0.6129032258064516,0.20022
CUST100100,20,Male,Tier 2,42,Basic,Monthly,208.96,13,19,3,2,0.479,0.853,28,5,1,66,Social Media,6477.76,High,0,32,4.975238095238096,0.07142857142857142,0.6666666666666667,2.5833333333333335,Distant,18-25,Established (2-4y),Passive,3,1,0.59375,0.070413
CUST100101,31,Male,Tier 1,9,Basic,Monthly,146.85,11,15,1,1,0.471,0.884,89,1,1,47,Referral,1625.63,Medium,0,26,16.316666666666666,0.1111111111111111,0.8333333333333334,0.9225002837362389,Moderate,26-35,Early (6-12m),Promoter,0,0,0.5769230769230769,0.05463599999999999
CUST100102,32,Female,Tier 2,7,Basic,Monthly,99.26,13,28,1,0,0.141,0.73,50,1,2,44,Email,1017.42,Low,0,41,14.180000000000001,0.14285714285714285,1.0,0.8541708643965342,Moderate,26-35,Early (6-12m),Promoter,0,0,0.6829268292682927,0.03807
CUST100104,34,Female,Tier 1,19,Premium,Annual,101.86,8,20,2,1,0.475,0.532,-2,5,1,61,Organic Search,1947.22,Medium,0,28,5.361052631578947,0.10526315789473684,0.8333333333333334,1.5930525557955364,Distant,26-35,Developing (1-2y),Detractor,2,0,0.7142857142857143,0.22229999999999997
CUST100105,40,Female,Tier 3,31,Premium,Monthly,96.83,10,15,2,1,0.612,0.852,38,2,2,40,Email,2071.84,Medium,0,25,3.123548387096774,0.06451612903225806,0.8333333333333334,1.7830562153602534,Moderate,36-45,Established (2-4y),Passive,0,0,0.6,0.09057600000000002
CUST100106,57,Female,Tier 1,35,Premium,Monthly,170.8,16,14,2,0,0.43,0.473,9,3,3,68,Social Media,3145.71,High,1,30,4.88,0.05714285714285714,1.0,1.5347921545667444,Distant,55+,Established (2-4y),Detractor,1,0,0.4666666666666667,0.22661
CUST100107,38,Male,Tier 2,57,Standard,Quarterly,115.03,6,14,2,1,0.491,0.431,44,5,2,51,Social Media,4457.41,High,0,20,2.0180701754385963,0.03508771929824561,0.8333333333333334,3.22916485554493,Moderate,36-45,Loyal (4y+),Passive,0,0,0.7,0.279379
CUST100108,39,Male,Tier 1,61,Standard,Monthly,158.71,8,30,1,0,0.251,0.558,50,4,3,38,Email,6143.66,High,0,38,2.6018032786885246,0.01639344262295082,1.0,3.225831180559931,Moderate,36-45,Loyal (4y+),Promoter,0,0,0.7894736842105263,0.11094199999999999
