customer_id,age,age_group_18-25,age_group_26-35,age_group_36-45,age_group_46-55,age_group_55+,app_sessions_last_30d,avg_monthly_spend_usd,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3,clv_segment_High,clv_segment_Low,clv_segment_Medium,clv_spend_ratio,contract_type_Annual,contract_type_Monthly,contract_type_Quarterly,days_since_last_purchase,digital_preference,discount_dependency,discount_usage_rate,email_open_rate,engagement_score,estimated_clv_usd,gender_Female,gender_Male,gender_Other,high_risk,late_payments_last_12m,marketing_channel_Email,marketing_channel_Organic Search,marketing_channel_Paid Ads,marketing_channel_Referral,marketing_channel_Social Media,nps_category_Detractor,nps_category_Passive,nps_category_Promoter,nps_score,payment_reliability,products_owned,recency_bucket_Distant,recency_bucket_Moderate,recency_bucket_Recent,recency_bucket_Very Distant,recency_bucket_Very Recent,returns_last_12m,risk_score,spend_per_tenure,subscription_type_Basic,subscription_type_Premium,subscription_type_Standard,support_intensity,support_tickets_last_90d,tenure_category_Developing (1-2y),tenure_category_Early (6-12m),tenure_category_Established (2-4y),tenure_category_Loyal (4y+),tenure_category_New (<6m),tenure_months,website_visits_last_30d,churned
CUST100012,39,False,False,True,False,False,16,74.19,True,False,False,True,False,False,3.828615716403828,False,True,False,32,0.5925925925925926,0.05889999999999998,0.31,0.81,27,3408.54,True,False,False,0,1,False,False,True,False,False,True,False,False,6,0.8333333333333334,8,False,True,False,False,False,0,0,1.257457627118644,True,False,False,0.01694915254237288,1,False,False,False,True,False,59,11,0
CUST100015,30,False,True,False,False,False,24,20.0,False,True,False,False,True,False,3.5625,True,False,False,42,0.5714285714285714,0.24149999999999996,0.345,0.3,42,855.0,True,False,False,0,0,False,True,False,False,False,True,False,False,0,1.0,7,False,True,False,False,False,1,1,0.3508771929824561,False,False,True,0.05263157894736842,3,False,False,False,True,False,57,18,0
CUST100016,25,True,False,False,False,False,19,79.5,True,False,False,False,False,True,2.365272536687631,False,False,True,25,0.59375,0.08377600000000002,0.272,0.692,32,2256.47,False,True,False,0,3,True,False,False,False,False,False,False,True,100,0.5,2,False,False,True,False,False,3,1,1.6914893617021276,False,False,True,0.0425531914893617,2,False,False,True,False,False,47,13,0
CUST100017,39,False,False,True,False,False,22,103.24,False,False,True,True,False,False,2.548333979077877,False,True,False,12,0.5789473684210527,0.164268,0.324,0.493,38,3157.08,True,False,False,0,1,False,False,False,False,True,True,False,False,7,0.8333333333333334,3,False,False,False,False,True,1,0,2.1508333333333334,False,True,False,0.020833333333333332,1,False,False,True,False,False,48,16,0
CUST100018,26,False,True,False,False,False,20,163.71,False,True,False,True,False,False,2.183332315272942,False,True,False,69,0.6060606060606061,0.11662999999999998,0.218,0.465,33,4289.2,False,True,False,0,0,False,False,False,False,True,False,True,False,31,1.0,2,True,False,False,False,False,0,1,3.897857142857143,False,False,True,0.023809523809523808,1,False,False,True,False,False,42,13,0
CUST100019,20,True,False,False,False,False,14,58.37,True,False,False,False,False,True,3.3583319056593,False,True,False,68,0.5833333333333334,0.175422,0.346,0.493,24,2352.31,True,False,False,0,0,False,False,False,True,False,False,True,False,30,1.0,5,True,False,False,False,False,1,1,0.9728333333333333,False,True,False,0.03333333333333333,2,False,False,False,True,False,60,10,0
CUST100022,37,False,False,True,False,False,19,53.11,True,False,False,False,False,True,3.1441661959455223,True,False,False,39,0.6129032258064516,0.17345600000000003,0.293,0.408,31,2003.84,False,True,False,0,0,False,False,False,False,True,False,True,False,44,1.0,4,False,True,False,False,False,1,0,0.9001694915254237,True,False,False,0.01694915254237288,1,False,False,False,True,False,59,12,0
CUST100023,20,True,False,False,False,False,14,106.95,True,False,False,False,False,True,1.7375019479507556,True,False,False,86,0.5,0.11802999999999998,0.37,0.681,28,2229.91,True,False,False,0,0,False,False,False,True,False,False,True,False,37,1.0,3,True,False,False,False,False,1,1,3.9611111111111112,False,False,True,0.037037037037037035,1,False,False,True,False,False,27,14,0
CUST100024,30,False,True,False,False,False,23,107.86,False,False,True,False,False,True,1.8374976821806046,False,True,False,30,0.6052631578947368,0.1896,0.316,0.4,38,2378.31,False,True,False,0,0,True,False,False,False,False,False,True,False,40,1.0,4,False,False,True,False,False,0,0,3.9948148148148146,True,False,False,0.0,0,False,False,True,False,False,27,15,0
CUST100025,37,False,False,True,False,False,13,124.79,False,True,False,True,False,False,3.0749993322114486,False,False,True,71,0.7222222222222222,0.07588800000000001,0.248,0.694,18,4604.75,False,True,False,0,1,False,False,True,False,False,False,True,False,41,0.8333333333333334,1,True,False,False,False,False,0,2,1.7331944444444445,True,False,False,0.041666666666666664,3,False,False,False,True,False,72,5,0
CUST100026,23,True,False,False,False,False,20,81.26,False,True,False,False,True,False,0.9097239314135696,True,False,False,23,0.6060606060606061,0.12969,0.165,0.214,33,887.09,True,False,False,0,2,False,True,False,False,False,True,False,False,14,0.6666666666666667,2,False,False,True,False,False,1,2,11.608571428571429,False,False,True,0.14285714285714285,1,False,True,False,False,False,7,13,0
CUST100027,40,False,False,True,False,False,22,73.29,False,True,False,False,False,True,3.3074998862964478,False,False,True,70,0.7857142857142857,0.23940000000000003,0.42,0.43,28,2908.88,True,False,False,0,2,False,False,False,True,False,True,False,False,6,0.6666666666666667,4,True,False,False,False,False,1,2,1.1633333333333333,False,False,True,0.015873015873015872,1,False,False,False,True,False,63,6,0
CUST100028,29,False,True,False,False,False,15,130.07,True,False,False,True,False,False,2.3288870095589553,False,True,False,40,0.5357142857142857,0.099261,0.269,0.631,28,3635.02,True,False,False,0,0,False,False,False,False,True,False,True,False,34,1.0,2,False,True,False,False,False,1,0,2.8276086956521738,False,False,True,0.0,0,False,False,True,False,False,46,13,0
CUST100029,33,False,True,False,False,False,13,74.68,True,False,False,False,False,True,3.127499553651133,False,True,False,62,0.48148148148148145,0.224172,0.468,0.521,27,2802.74,False,True,False,0,0,False,False,False,False,True,True,False,False,17,1.0,3,True,False,False,False,False,2,1,1.1853968253968254,True,False,False,0.015873015873015872,1,False,False,False,True,False,63,14,0
CUST100030,29,False,True,False,False,False,21,53.8,False,True,False,False,True,False,1.0916666666666668,True,False,False,53,0.6774193548387096,0.017009999999999987,0.243,0.93,31,704.78,False,True,False,0,0,False,False,False,False,True,False,True,False,37,1.0,2,False,True,False,False,False,0,0,4.483333333333333,True,False,False,0.08333333333333333,1,False,True,False,False,False,12,10,0
CUST100031,56,False,False,False,False,True,10,170.25,True,False,False,False,False,True,1.1969456681350956,False,False,True,68,0.4166666666666667,0.07421400000000002,0.171,0.566,24,2445.36,False,True,False,0,0,False,False,False,True,False,True,False,False,2,1.0,3,True,False,False,False,False,1,1,13.096153846153847,False,False,True,0.15384615384615385,2,True,False,False,False,False,13,14,0
CUST100032,36,False,False,True,False,False,21,136.96,True,False,False,True,False,False,2.084166910046729,False,False,True,12,0.6363636363636364,0.05821199999999999,0.108,0.461,33,3425.37,True,False,False,0,3,True,False,False,False,False,True,False,False,-9,0.5,1,False,False,False,False,True,1,2,3.1851162790697676,False,True,False,0.023255813953488372,1,False,False,True,False,False,43,12,0
CUST100033,24,True,False,False,False,False,17,194.54,False,False,True,True,False,False,1.5847212227134093,True,False,False,43,0.5483870967741935,0.157635,0.565,0.721,31,3699.5,True,False,False,0,0,False,False,False,False,True,True,False,False,-4,1.0,6,False,True,False,False,False,1,1,11.443529411764706,False,False,True,0.058823529411764705,1,True,False,False,False,False,17,14,0
CUST100035,23,True,False,False,False,False,17,57.93,False,False,True,False,False,True,1.9650008631106508,True,False,False,89,0.6538461538461539,0.193626,0.347,0.442,26,1365.99,False,True,False,0,0,False,False,False,False,True,True,False,False,-13,1.0,2,True,False,False,False,False,2,2,1.6091666666666666,False,False,True,0.027777777777777776,1,False,False,True,False,False,36,9,0
CUST100037,18,True,False,False,False,False,12,69.3,True,False,False,False,False,True,3.5525012025012033,False,False,True,85,0.5,0.11205599999999998,0.348,0.678,24,2954.26,True,False,False,0,1,False,False,False,False,True,False,False,True,87,0.8333333333333334,4,True,False,False,False,False,0,2,1.0043478260869565,True,False,False,0.043478260869565216,3,False,False,False,True,False,69,12,0
CUST100038,21,True,False,False,False,False,16,40.68,False,False,True,False,True,False,1.563749590298263,False,False,True,42,0.4,0.231384,0.622,0.628,40,763.36,False,True,False,0,2,True,False,False,False,False,False,False,True,57,0.6666666666666667,3,False,True,False,False,False,1,1,1.13,False,False,True,0.027777777777777776,1,False,False,True,False,False,36,24,1
CUST100039,38,False,False,True,False,False,19,94.88,True,False,False,False,False,True,1.4854201798763351,False,False,True,2,0.5135135135135135,0.19008,0.27,0.296,37,1691.24,True,False,False,1,3,False,True,False,False,False,False,True,False,22,0.5,5,False,False,False,False,True,1,3,3.3885714285714283,False,False,True,0.10714285714285714,3,False,False,True,False,False,28,18,1
CUST100041,38,False,False,True,False,False,13,127.37,False,False,True,False,False,True,1.8533341184475673,False,True,False,49,0.5416666666666666,0.197232,0.336,0.413,24,2832.71,False,True,False,0,2,False,False,True,False,False,False,True,False,40,0.6666666666666667,3,False,True,False,False,False,3,2,4.245666666666667,False,False,True,0.1,3,False,False,True,False,False,30,11,0
CUST100042,35,False,True,False,False,False,20,52.41,False,True,False,False,True,False,1.4919385613432552,True,False,False,53,0.6666666666666666,0.05577,0.11,0.493,30,938.31,False,True,False,0,1,False,False,True,False,False,False,False,True,49,0.8333333333333334,2,False,True,False,False,False,0,1,2.278695652173913,False,False,True,0.13043478260869565,3,True,False,False,False,False,23,10,0
CUST100043,33,False,True,False,False,False,15,93.29,False,False,True,False,False,True,1.3127791474613213,False,False,True,58,0.5357142857142857,0.157614,0.327,0.518,28,1469.63,False,False,True,0,0,False,False,True,False,False,False,True,False,40,1.0,3,False,True,False,False,False,1,0,5.830625,True,False,False,0.0625,1,True,False,False,False,False,16,13,0
CUST100044,20,True,False,False,False,False,18,108.57,False,True,False,False,False,True,1.2355546344908048,False,True,False,47,0.5806451612903226,0.147834,0.191,0.226,31,1609.73,True,False,False,1,1,True,False,False,False,False,True,False,False,-5,0.8333333333333334,3,False,True,False,False,False,0,3,7.755,False,False,True,0.2857142857142857,4,True,False,False,False,False,14,13,0
CUST100045,28,False,True,False,False,False,20,38.99,True,False,False,False,False,True,3.634158331196033,False,True,False,47,0.6451612903225806,0.10191800000000001,0.389,0.738,31,1700.35,True,False,False,0,1,False,False,True,False,False,False,True,False,27,0.8333333333333334,4,False,True,False,False,False,0,0,0.5491549295774648,True,False,False,0.0,0,False,False,False,True,False,71,11,0
CUST100046,31,False,True,False,False,False,15,147.09,False,True,False,True,False,False,2.8583350329730095,False,True,False,73,0.7894736842105263,0.019866,0.077,0.742,19,5045.19,False,True,False,0,2,False,True,False,False,False,False,False,True,47,0.6666666666666667,4,True,False,False,False,False,2,2,2.828653846153846,False,True,False,0.0,0,False,False,False,True,False,52,4,0
CUST100047,48,False,False,False,True,False,10,104.71,False,True,False,False,False,True,2.1236112437525865,False,True,False,27,0.625,0.08115800000000001,0.341,0.762,16,2668.36,False,True,False,0,0,False,False,False,False,True,True,False,False,-34,1.0,3,False,False,True,False,False,0,2,2.8299999999999996,True,False,False,0.08108108108108109,3,False,False,True,False,False,37,6,0
CUST100048,40,False,False,True,False,False,13,52.42,True,False,False,False,True,False,1.4393679257280936,False,True,False,53,0.4482758620689655,0.415664,0.626,0.336,29,905.42,True,False,False,0,3,False,False,True,False,False,True,False,False,1,0.5,4,False,True,False,False,False,1,2,1.8075862068965518,True,False,False,0.10344827586206896,3,False,False,True,False,False,29,16,1
CUST100049,18,True,False,False,False,False,20,49.88,False,True,False,False,False,True,3.848603314621758,False,True,False,61,0.5882352941176471,0.24759600000000004,0.439,0.436,34,2303.62,True,False,False,0,2,False,False,False,False,True,False,False,True,47,0.6666666666666667,6,True,False,False,False,False,0,2,0.7444776119402986,False,False,True,0.029850746268656716,2,False,False,False,True,False,67,14,0
CUST100050,40,False,False,True,False,False,14,164.53,False,False,True,False,False,True,1.3474999493506754,False,False,True,32,0.45161290322580644,0.41383600000000004,0.674,0.386,31,2660.45,True,False,False,0,1,False,True,False,False,False,False,True,False,23,0.8333333333333334,4,False,True,False,False,False,4,0,10.968666666666667,False,False,True,0.06666666666666667,1,True,False,False,False,False,15,17,0
CUST100051,32,False,True,False,False,False,19,97.86,True,False,False,False,False,True,1.990624361332516,False,False,True,39,0.6551724137931034,0.309155,0.511,0.395,29,2337.63,False,True,False,0,1,False,False,False,False,True,False,True,False,23,0.8333333333333334,4,False,True,False,False,False,1,1,2.082127659574468,False,False,True,0.0851063829787234,4,False,False,True,False,False,47,10,1
CUST100052,29,False,True,False,False,False,21,168.57,False,False,True,True,False,False,2.6133357062347984,False,False,True,108,0.65625,0.32632500000000003,0.687,0.525,32,5286.36,True,False,False,0,3,False,True,False,False,False,False,False,True,63,0.5,4,False,False,False,True,False,1,2,3.664565217391304,True,False,False,0.021739130434782608,1,False,False,True,False,False,46,11,0
CUST100054,47,False,False,False,True,False,24,161.01,False,False,True,False,False,True,1.1331232014574664,False,True,False,168,0.631578947368421,0.03900399999999999,0.199,0.804,38,2189.33,True,False,False,0,2,True,False,False,False,False,True,False,False,19,0.6666666666666667,4,False,False,False,True,False,1,2,8.474210526315789,True,False,False,0.0,0,True,False,False,False,False,19,14,1
CUST100055,46,False,False,False,True,False,20,91.0,False,False,True,False,False,True,1.4191666666666667,False,True,False,49,0.5555555555555556,0.157398,0.222,0.291,36,1549.73,True,False,False,0,1,False,False,False,False,True,False,True,False,23,0.8333333333333334,2,False,True,False,False,False,1,1,4.333333333333333,False,True,False,0.047619047619047616,1,True,False,False,False,False,21,16,0
CUST100056,27,False,True,False,False,False,19,20.0,False,True,False,False,True,False,3.5305416666666667,True,False,False,75,0.5757575757575758,0.159775,0.581,0.725,33,847.33,True,False,False,0,1,False,False,True,False,False,False,True,False,24,0.8333333333333334,5,True,False,False,False,False,1,2,0.3125,False,True,False,0.0625,4,False,False,False,True,False,64,14,0
CUST100057,33,False,True,False,False,False,12,129.08,False,False,True,False,False,True,1.5010394070860449,False,True,False,17,0.5714285714285714,0.055106999999999996,0.157,0.649,21,2325.05,False,True,False,0,0,False,True,False,False,False,True,False,False,9,1.0,2,False,False,True,False,False,0,1,3.488648648648649,False,False,True,0.10810810810810811,4,False,False,True,False,False,37,9,1
CUST100058,40,False,False,True,False,False,24,209.12,False,True,False,True,False,False,1.2281265939811272,True,False,False,11,0.7272727272727273,0.06353100000000002,0.351,0.819,33,3081.91,True,False,False,0,3,False,False,False,False,True,False,True,False,26,0.5,2,False,False,False,False,True,2,1,7.745185185185186,True,False,False,0.07407407407407407,2,False,False,True,False,False,27,9,1
CUST100059,47,False,False,False,True,False,17,113.41,True,False,False,True,False,False,2.4941657114305027,True,False,False,25,0.5862068965517241,0.20646,0.558,0.63,29,3394.36,False,True,False,0,2,False,False,True,False,False,True,False,False,0,0.6666666666666667,1,False,False,True,False,False,2,1,2.062,False,False,True,0.01818181818181818,1,False,False,False,True,False,55,12,0
CUST100060,31,False,True,False,False,False,21,25.46,False,True,False,False,True,False,1.8147093479968577,False,True,False,80,0.6363636363636364,0.38252499999999995,0.715,0.465,33,554.43,True,False,False,0,1,False,False,True,False,False,False,True,False,23,0.8333333333333334,3,True,False,False,False,False,1,1,0.8779310344827587,True,False,False,0.034482758620689655,1,False,False,True,False,False,29,12,0
CUST100061,34,False,True,False,False,False,19,84.63,False,True,False,False,False,True,1.3537457166489424,True,False,False,40,0.6551724137931034,0.239896,0.314,0.236,29,1374.81,False,True,False,0,1,False,False,False,True,False,True,False,False,18,0.8333333333333334,7,False,True,False,False,False,1,1,4.2315,False,False,True,0.0,0,True,False,False,False,False,20,10,1
CUST100062,24,True,False,False,False,False,17,106.73,True,False,False,False,False,True,1.3168743558512133,False,True,False,17,0.6538461538461539,0.339552,0.524,0.352,26,1686.6,False,True,False,0,1,False,True,False,False,False,False,True,False,38,0.8333333333333334,4,False,False,True,False,False,0,1,4.2692000000000005,True,False,False,0.12,3,False,False,True,False,False,25,9,1
CUST100063,23,True,False,False,False,False,19,65.59,False,True,False,False,False,True,3.5933323169182287,False,True,False,49,0.6333333333333333,0.373317,0.609,0.387,30,2828.24,False,True,False,0,1,False,False,True,False,False,False,False,True,74,0.8333333333333334,4,False,True,False,False,False,1,0,0.937,False,True,False,0.02857142857142857,2,False,False,False,True,False,70,11,0
CUST100065,51,False,False,False,True,False,13,110.6,True,False,False,False,False,True,2.0849984930681136,False,True,False,27,0.52,0.3234369999999999,0.587,0.449,25,2767.21,True,False,False,0,2,False,False,True,False,False,False,True,False,35,0.6666666666666667,3,False,False,True,False,False,3,2,3.072222222222222,False,False,True,0.16666666666666666,6,False,False,True,False,False,36,12,0
CUST100066,35,False,True,False,False,False,20,79.68,False,True,False,False,True,False,0.7277756860776439,True,False,False,78,0.5714285714285714,0.07265699999999999,0.207,0.649,35,695.87,True,False,False,0,0,False,False,False,True,False,False,True,False,39,1.0,2,True,False,False,False,False,0,2,39.84,False,False,True,1.5,3,False,False,False,False,True,2,15,0
CUST100067,47,False,False,False,True,False,22,194.77,False,False,True,True,False,False,1.3666675223768203,False,True,False,20,0.6470588235294118,0.04093600000000001,0.136,0.699,34,3194.23,False,True,False,0,3,False,False,True,False,False,True,False,False,8,0.5,1,False,False,True,False,False,1,1,8.853181818181818,False,False,True,0.09090909090909091,2,True,False,False,False,False,22,12,0
CUST100068,40,False,False,True,False,False,22,119.55,False,True,False,False,False,True,1.388331242158093,False,False,True,75,0.7096774193548387,0.12800199999999998,0.287,0.554,31,1991.7,False,False,True,0,1,True,False,False,False,False,False,False,True,52,0.8333333333333334,4,True,False,False,False,False,2,2,7.471875,True,False,False,0.1875,3,True,False,False,False,False,16,9,0
CUST100069,29,False,True,False,False,False,19,136.13,True,False,False,False,False,True,0.9225005509439507,False,False,True,87,0.6129032258064516,0.26221900000000004,0.373,0.297,31,1506.96,False,True,False,1,2,False,False,False,False,True,False,True,False,43,0.6666666666666667,1,True,False,False,False,False,0,3,7.562777777777778,False,True,False,0.05555555555555555,1,True,False,False,False,False,18,12,1
CUST100070,40,False,False,True,False,False,14,109.64,True,False,False,True,False,False,3.359167882767846,False,False,True,31,0.4827586206896552,0.10582,0.407,0.74,29,4419.59,False,True,False,0,0,False,True,False,False,False,False,True,False,31,1.0,3,False,True,False,False,False,2,0,1.5889855072463768,False,False,True,0.014492753623188406,1,False,False,False,True,False,69,15,0
CUST100071,53,False,False,False,True,False,17,119.22,True,False,False,True,False,False,2.2049991612145616,False,True,False,93,0.7083333333333334,0.085407,0.249,0.657,24,3154.56,False,True,False,0,0,False,False,False,False,True,False,True,False,42,1.0,4,False,False,False,True,False,1,2,2.207777777777778,False,False,True,0.05555555555555555,3,False,False,False,True,False,54,7,1
CUST100072,36,False,False,True,False,False,20,40.65,False,False,True,False,True,False,1.9600041000410007,False,True,False,104,0.6060606060606061,0.29962,0.422,0.29,33,956.09,True,False,False,0,1,False,False,False,False,True,False,True,False,41,0.8333333333333334,4,False,False,False,True,False,2,2,1.355,True,False,False,0.06666666666666667,2,False,False,True,False,False,30,13,0
CUST100073,53,False,False,False,True,False,16,68.19,True,False,False,False,False,True,2.4325047660947354,True,False,False,59,0.7272727272727273,0.32280600000000004,0.803,0.598,22,1990.47,True,False,False,0,1,True,False,False,False,False,False,True,False,41,0.8333333333333334,3,False,True,False,False,False,1,0,1.5153333333333332,False,False,True,0.0,0,False,False,True,False,False,45,6,0
CUST100074,18,True,False,False,False,False,10,163.99,False,True,False,False,False,True,1.51083399394272,False,True,False,32,0.4166666666666667,0.129024,0.336,0.616,24,2973.14,False,True,False,0,1,False,False,False,False,True,False,False,True,60,0.8333333333333334,4,False,True,False,False,False,2,0,8.631052631578948,False,False,True,0.05263157894736842,1,True,False,False,False,False,19,14,0
CUST100075,45,False,False,True,False,False,18,124.43,True,False,False,True,False,False,2.238889335369284,True,False,False,174,0.5142857142857142,0.09278499999999999,0.385,0.759,35,3343.02,False,True,False,0,1,False,False,True,False,False,True,False,False,11,0.8333333333333334,5,False,False,False,True,False,3,1,3.6597058823529416,True,False,False,0.0,0,False,False,True,False,False,34,17,0
CUST100076,37,False,False,True,False,False,18,97.07,True,False,False,False,False,True,1.1280519212939117,False,False,True,29,0.6206896551724138,0.04857500000000001,0.335,0.855,29,1314.0,True,False,False,0,1,False,False,False,False,True,False,False,True,69,0.8333333333333334,2,False,False,True,False,False,2,0,7.466923076923076,True,False,False,0.15384615384615385,2,True,False,False,False,False,13,11,0
CUST100077,33,False,True,False,False,False,11,136.88,False,False,True,True,False,False,1.9697910578609001,False,False,True,112,0.4230769230769231,0.31006300000000003,0.793,0.609,26,3235.5,False,True,False,0,1,True,False,False,False,False,True,False,False,-13,0.8333333333333334,5,False,False,False,True,False,2,2,3.183255813953488,False,True,False,0.046511627906976744,2,False,False,True,False,False,43,15,1
CUST100078,37,False,False,True,False,False,15,137.76,False,True,False,True,False,False,2.4499975803329463,False,False,True,135,0.5172413793103449,0.03638099999999999,0.181,0.799,29,4050.14,True,False,False,0,0,False,False,True,False,False,False,False,True,51,1.0,4,False,False,False,True,False,0,1,2.2219354838709675,True,False,False,0.03225806451612903,2,False,False,False,True,False,62,14,1
CUST100079,18,True,False,False,False,False,33,204.59,True,False,False,True,False,False,1.2916646300731545,False,True,False,60,0.7674418604651163,0.50813,0.61,0.167,43,3171.14,False,True,False,0,1,True,False,False,False,False,False,True,False,37,0.8333333333333334,5,False,True,False,False,False,0,2,9.299545454545454,True,False,False,0.045454545454545456,1,True,False,False,False,False,22,10,1
CUST100080,34,False,True,False,False,False,14,122.34,False,True,False,True,False,False,2.8583319710097546,False,False,True,23,0.4666666666666667,0.07677500000000001,0.185,0.585,30,4196.26,True,False,False,0,1,False,False,False,True,False,True,False,False,5,0.8333333333333334,4,False,False,True,False,False,1,0,2.352692307692308,False,False,True,0.038461538461538464,2,False,False,False,True,False,52,16,0
CUST100081,40,False,False,True,False,False,24,67.19,True,False,False,False,False,True,2.7027831522547996,True,False,False,57,0.6666666666666666,0.033654,0.213,0.842,36,2179.2,True,False,False,0,1,False,True,False,False,False,False,False,True,61,0.8333333333333334,3,False,True,False,False,False,2,1,1.2921153846153846,False,False,True,0.09615384615384616,5,False,False,False,True,False,52,12,0
CUST100082,52,False,False,False,True,False,26,109.79,False,True,False,False,False,True,1.743753225855421,False,True,False,147,0.6842105263157895,0.035953,0.157,0.771,38,2297.36,False,True,False,0,0,False,True,False,False,False,True,False,False,-19,1.0,5,False,False,False,True,False,1,2,3.0497222222222224,True,False,False,0.027777777777777776,1,False,False,True,False,False,36,12,1
CUST100083,30,False,True,False,False,False,12,142.34,False,True,False,False,False,True,1.346388927919067,True,False,False,32,0.5,0.15714,0.405,0.612,24,2299.74,True,False,False,0,0,True,False,False,False,False,False,False,True,78,1.0,2,False,True,False,False,False,0,0,7.491578947368422,False,False,True,0.0,0,True,False,False,False,False,19,12,0
CUST100084,27,False,True,False,False,False,12,159.8,True,False,False,True,False,False,2.0377763871506045,False,True,False,45,0.5,0.02156000000000002,0.44,0.951,24,3907.64,False,True,False,0,2,True,False,False,False,False,False,False,True,95,0.6666666666666667,2,False,True,False,False,False,0,1,4.205263157894737,True,False,False,0.05263157894736842,2,False,False,True,False,False,38,12,0
